index,index2,id,name,problemTimeLimit,problemMemoryLimit,maxScore,solvedUser,submissions,recommendations,isSolved,bookmark,recommend,successRate,score,userScore,AC,TLE,MLE,WA,RTE,cat
1030,1030,10017,How many ways?,1,65536,0,0,4275,0,False,False,False,0,0,0,1988,93,2,2093,96,-1
1031,1031,10018,Toggling Cases,1,65536,0,0,3453,0,False,False,False,0,0,0,1680,195,1,1241,336,-1
1032,1032,10019,Sum of Numbers,1,65536,0,0,3413,0,False,False,False,0,0,0,1696,197,3,1019,498,-1
1033,1033,10020,Counting Characters,1,65536,0,0,5272,0,False,False,False,0,0,0,1820,192,4,2751,505,-1
1034,1034,10021,Finding Minimum String,1,65536,0,0,3004,0,False,False,False,0,0,0,1733,66,0,898,307,-1
1035,1035,10022,Finding a Word,1,65536,0,0,4093,0,False,False,False,0,0,0,1312,138,1,2289,352,-1
1036,1036,10023,Shuffle,1,65536,0,0,2408,0,False,False,False,0,0,0,1306,138,1,587,376,-1
1037,1037,10024,Distance,1,65536,0,0,2595,0,False,False,False,0,0,0,1326,12,1,1008,248,-1
1038,1038,10025,Triangle,1,65536,0,0,1933,0,False,False,False,0,0,0,1098,7,1,761,66,-1
1039,1039,2271,KUPC,1,65536,0,342,506,0,False,False,False,0,0.3742690058,0,395,2,0,73,36,0
1040,1040,2272,Cicada,1,65536,0,367,668,0,False,False,False,0,0.348773842,0,450,55,5,129,29,310
1041,1041,2273,Shiritori,1,65536,0,134,421,0,False,False,False,0,0.9552238806,0,181,2,0,198,36,2
1042,1042,2274,Sequence Configuration,1,65536,0,71,183,0,False,False,False,0,1.8028169014,0,95,23,0,64,1,330
1043,1043,2275,Fox Number,1,65536,0,41,173,0,False,False,False,0,3.1219512195,0,56,38,12,45,22,-1
1044,1044,2276,Ball,1,65536,0,21,92,0,False,False,False,0,6.0952380952,0,31,4,1,53,3,-1
1045,1045,2277,XOR Circuit,5,65536,0,22,59,0,False,False,False,0,5.8181818182,0,26,6,1,23,3,-1
1046,1046,2278,Unruly Eel,1,65536,0,16,26,0,False,False,False,0,8,0,18,0,0,7,1,8
1047,1047,2279,Mountain,2,65536,0,15,64,0,False,False,False,0,8.5333333333,0,21,17,0,25,1,-1
1048,1048,2280,Mod 3 Knights Out,1,65536,0,11,33,0,False,False,False,0,11.6363636364,0,12,13,0,7,1,-1
1049,1049,2288,"Oh, My Goat!",8,65536,0,18,39,0,False,False,False,0,7.1111111111,0,22,1,2,4,10,-1
1050,1050,1083,The Incubator,5,65536,0,76,183,0,False,False,False,0,1.6842105263,0,109,31,3,26,14,530
1051,1051,2281,Swap Cipher,1,65536,0,199,347,0,False,False,False,0,0.6432160804,0,214,5,0,115,13,2
1052,1052,1082,11224111122411,2,65536,0,65,141,0,False,False,False,0,1.9692307692,0,77,8,1,39,16,12
1053,1053,1081,World Domination,1,65536,0,27,76,0,False,False,False,0,4.7407407407,0,31,1,0,44,0,-1
1054,1054,1080,Everything Starts With Your Vote,8,65536,0,42,231,0,False,False,False,0,3.0476190476,0,56,24,1,102,48,320
1055,1055,1079,Cosmic Market,5,65536,0,91,247,0,False,False,False,0,1.4065934066,0,120,20,7,82,18,5
1056,1056,1078,SAT-EN-3,1,65536,0,111,176,0,False,False,False,0,1.1531531532,0,129,2,0,41,4,3
1057,1057,1077,The Great Summer Contest,1,65536,0,160,580,0,False,False,False,0,0.8,0,183,88,0,305,4,320
1058,1058,1076,Time Manipulation,5,65536,0,107,282,0,False,False,False,0,1.1962616822,0,134,14,4,109,21,9
1059,1059,1075,High and Low Cube,1,65536,0,68,126,0,False,False,False,0,1.8823529412,0,69,1,0,52,4,0
1060,1060,1074,Popularity Estimation,1,65536,0,221,485,0,False,False,False,0,0.5791855204,0,250,1,0,185,49,100
1061,1061,2289,Custom Painting Master,1,65536,0,18,85,0,False,False,False,0,7.1111111111,0,23,0,5,57,0,6
1062,1062,2305,Beautiful Currency,5,65536,0,153,880,0,False,False,False,0,0.8366013072,0,373,55,70,343,33,310
1063,1063,2307,Palindrome Generator,5,65536,0,36,195,0,False,False,False,0,3.5555555556,0,53,9,30,86,17,-1
1064,1064,2300,Calender Colors,5,65536,0,350,1501,0,False,False,False,0,0.3657142857,0,781,121,6,452,133,0
1065,1065,2308,White Bird,5,65536,0,83,921,0,False,False,False,0,1.5421686747,0,234,21,2,649,14,-1
1066,1066,2302,On or Off,5,65536,0,131,374,0,False,False,False,0,0.9770992366,0,234,13,13,74,37,400
1067,1067,2301,Sleeping Time,5,65536,0,222,1008,0,False,False,False,0,0.5765765766,0,445,198,32,296,20,4
1068,1068,2306,Rabbit Party,5,65536,0,144,658,0,False,False,False,0,0.8888888889,0,324,97,6,205,21,400
1069,1069,2309,Vector Compression,5,65536,0,47,314,0,False,False,False,0,2.7234042553,0,129,29,9,142,5,10
1070,1070,2304,Reverse Roads,5,65536,0,167,961,0,False,False,False,0,0.7664670659,0,453,44,0,326,43,410
1071,1071,2303,Marathon Match,5,65536,0,160,1264,0,False,False,False,0,0.8,0,550,36,4,603,71,310
1072,1072,2296,Quest of Merchant,2,65536,0,87,247,0,False,False,False,0,1.4712643678,0,95,19,5,111,17,310
1073,1073,2292,Common Palindromes,2,65536,0,49,175,0,False,False,False,0,2.612244898,0,74,40,4,49,8,-1
1074,1074,2297,Rectangular Stamps,2,65536,0,119,429,0,False,False,False,0,1.0756302521,0,161,114,50,96,8,5
1075,1075,2298,Starting Line,2,65536,0,232,550,0,False,False,False,0,0.5517241379,0,298,7,0,229,16,4
1076,1076,2294,Entangled with Lottery,2,65536,0,49,96,0,False,False,False,0,2.612244898,0,52,7,13,24,0,310
1077,1077,2291,Brilliant Stars,2,65536,0,32,86,0,False,False,False,0,4,0,35,7,12,21,11,10
1078,1078,2299,Tiles are Colorful,2,65536,0,184,406,0,False,False,False,0,0.6956521739,0,219,39,3,123,22,5
1079,1079,2290,Attack the Moles,10,262144,0,26,257,0,False,False,False,0,4.9230769231,0,47,60,29,79,42,410
1080,1080,2293,Dangerous Tower,2,65536,0,124,341,0,False,False,False,0,1.0322580645,0,161,41,21,74,42,410
1081,1081,2295,Power of Power,2,65536,0,82,499,0,False,False,False,0,1.5609756098,0,87,1,0,369,42,12
1082,1082,2318,Set-constructing Witch,2,53535,0,73,154,0,False,False,False,0,1.7534246575,0,80,15,1,54,4,-1
1083,1083,2319,Soul Gem Game,3,99999,0,10,50,0,False,False,False,0,12.8,0,13,0,0,37,0,-1
1084,1084,2315,Shadow Witch,2,35353,0,36,180,0,False,False,False,0,3.5555555556,0,59,4,0,103,14,7
1085,1085,2314,Scribbling witch,3,53535,0,39,143,0,False,False,False,0,3.2820512821,0,52,18,9,62,2,-1
1086,1086,2310,Rose Garden Witch,2,53535,0,76,216,0,False,False,False,0,1.6842105263,0,105,36,3,57,15,6
1087,1087,2311,Dessert Witch,2,35353,0,342,547,0,False,False,False,0,0.3742690058,0,395,17,0,126,9,4
1088,1088,2317,Class Representative Witch,2,35353,0,107,367,0,False,False,False,0,1.1962616822,0,137,27,6,179,18,110
1089,1089,2316,Mermaid Witch,2,35353,0,15,30,0,False,False,False,0,8.5333333333,0,17,2,0,11,0,6
1090,1090,2312,Magical Girl Sayaka-chan,2,53535,0,118,390,0,False,False,False,0,1.0847457627,0,144,16,17,190,23,320
1091,1091,2313,Box Witch,3,53535,0,110,607,0,False,False,False,0,1.1636363636,0,192,72,0,270,73,410
1092,1092,2282,Problem B,1,65536,0,98,185,0,False,False,False,0,1.306122449,0,114,0,0,65,6,4
1093,1093,2283,Seishun 18 Kippu,2,65536,0,119,198,0,False,False,False,0,1.0756302521,0,132,7,3,40,16,400
1094,1094,2284,The Legendary Sword,1,65536,0,113,342,0,False,False,False,0,1.1327433628,0,135,27,18,92,70,310
1095,1095,2285,Anipero,8,65536,0,63,177,0,False,False,False,0,2.0317460318,0,76,1,8,90,2,310
1096,1096,2286,Farey Sequence,8,65536,0,93,248,0,False,False,False,0,1.376344086,0,114,11,4,93,25,9
1097,1097,2287,Water Clock,1,65536,0,14,77,0,False,False,False,0,9.1428571429,0,17,4,0,42,14,-1
1098,1098,10026,Standard Deviation,1,65536,0,0,3271,0,False,False,False,0,0,0,1490,52,0,1535,194,-1
1099,1099,10027,Card Game,1,65536,0,0,1682,0,False,False,False,0,0,0,1193,6,0,392,91,-1
1100,1100,10028,Sort I,1,65536,0,0,3367,0,False,False,False,0,0,0,1449,29,2,1714,173,-1
1101,1101,10029,Sort II,1,65536,0,0,3637,0,False,False,False,0,0,0,1631,767,30,938,268,-1
1102,1102,10030,Search I,1,65536,0,0,4621,0,False,False,False,0,0,0,1821,52,1,2471,276,-1
1103,1103,10031,Search II,1,65536,0,0,4904,0,False,False,False,0,0,0,1676,1252,14,1184,778,-1
1104,1104,10032,Stacking Blocks I,1,65536,0,0,1736,0,False,False,False,0,0,0,1303,18,2,259,154,-1
1105,1105,10033,Stacking Blocks II,1,65536,0,0,1637,0,False,False,False,0,0,0,985,9,0,285,358,-1
1106,1106,1315,Gift from the Goddess of Programming,8,65536,0,223,573,0,False,False,False,0,0.5739910314,0,317,5,5,201,45,4
1107,1107,1316,The Sorcerer's Donut,8,65536,0,254,540,0,False,False,False,0,0.5039370079,0,367,11,53,85,22,450
1108,1108,1317,Weaker than Planned,8,65536,0,53,303,0,False,False,False,0,2.4150943396,0,76,112,10,71,34,-1
1109,1109,1318,Long Distance Taxi,8,262144,0,149,1196,0,False,False,False,0,0.8590604027,0,254,75,272,287,296,400
1110,1110,1319,Driving an Icosahedral Rover,8,65536,0,33,111,0,False,False,False,0,3.8787878788,0,53,6,28,9,15,6
1111,1111,1320,City Merger,8,65536,0,176,694,0,False,False,False,0,0.7272727273,0,293,94,20,262,25,450
1112,1112,1321,Captain Q's Treasure,8,65536,0,31,192,0,False,False,False,0,4.1290322581,0,55,24,19,85,9,-1
1113,1113,1322,ASCII Expression,8,65536,0,61,146,0,False,False,False,0,2.0983606557,0,72,24,0,27,23,-1
1114,1114,1323,Encircling Circles,8,65536,0,21,57,0,False,False,False,0,6.0952380952,0,30,3,0,15,9,-1
1115,1115,1324,Round Trip,8,65536,0,43,264,0,False,False,False,0,2.9767441861,0,81,29,54,83,17,10
1116,1116,2320,Infinity Maze,8,65536,0,175,734,0,False,False,False,0,0.7314285714,0,239,140,4,260,88,4
1117,1117,2321,Butterfly,8,65536,0,189,521,0,False,False,False,0,0.6772486772,0,242,40,29,181,29,310
1118,1118,2322,Chinese Classics,8,65536,0,32,126,0,False,False,False,0,4,0,41,13,1,47,23,500
1119,1119,2323,Revenge of Champernowne Constant,8,65536,0,33,188,0,False,False,False,0,3.8787878788,0,47,7,2,110,22,7
1120,1120,2324,Full Text Search,8,65536,0,10,35,0,False,False,False,0,12.8,0,15,4,0,14,2,-1
1121,1121,2325,Mysterious Maze,8,65536,0,66,196,0,False,False,False,0,1.9393939394,0,75,9,29,64,18,400
1122,1122,2326,Number Sorting,8,65536,0,116,221,0,False,False,False,0,1.1034482759,0,153,11,2,41,14,530
1123,1123,2327,Sky Jump,8,65536,0,24,92,0,False,False,False,0,5.3333333333,0,26,2,0,64,0,-1
1124,1124,2328,Mobile Network,8,65536,0,55,174,0,False,False,False,0,2.3272727273,0,78,19,0,66,11,410
1125,1125,2329,Blue Forest,8,65536,0,12,30,0,False,False,False,0,10.6666666667,0,18,2,0,9,1,-1
1126,1126,2330,Earth Invasion Diary of Miyabi-sensei,8,65536,0,542,1039,0,False,False,False,0,0.32,0,640,19,2,340,38,9
1127,1127,2331,A Way to Invite Friends,8,65536,0,378,1397,0,False,False,False,0,0.3386243386,0,512,65,2,751,67,9
1128,1128,2332,Space-Time Sugoroku Road,8,65536,0,279,1001,0,False,False,False,0,0.458781362,0,343,182,47,290,139,400
1129,1129,2333,My friends are small,8,65536,0,187,548,0,False,False,False,0,0.6844919786,0,233,10,17,250,38,310
1130,1130,2334,Roads on Towns,8,65536,0,120,218,0,False,False,False,0,1.0666666667,0,142,8,13,46,9,6
1131,1131,2335,10-Year-Old Dynamic Programming,8,65536,0,116,252,0,False,False,False,0,1.1034482759,0,147,16,11,55,23,9
1132,1132,2336,Spring Tiles,8,65536,0,95,527,0,False,False,False,0,1.3473684211,0,127,50,14,309,27,13
1133,1133,2337,Remodeling Plan for Neko-Nabe (tentative),8,65536,0,29,71,0,False,False,False,0,4.4137931035,0,33,5,2,28,3,-1
1134,1134,2338,Intelligible Double Magic,8,65536,0,20,48,0,False,False,False,0,6.4,0,21,2,0,25,0,-1
1135,1135,2339,Person responsible for problem description don't w,8,65536,0,19,34,0,False,False,False,0,6.7368421053,0,26,1,1,3,3,-1
1136,1136,560,Planetary Exploration,8,65536,0,430,1192,0,False,False,False,0,0.32,0,569,160,12,238,213,310
1137,1137,561,Books,8,65536,0,286,931,0,False,False,False,0,0.4475524476,0,401,33,30,380,87,310
1138,1138,562,Shopping in JOI Kingdom,8,65536,0,238,645,0,False,False,False,0,0.5378151261,0,351,49,12,198,35,400
1139,1139,563,Walking Santa,8,65536,0,140,851,0,False,False,False,0,0.9142857143,0,217,42,1,547,44,-1
1140,1140,564,Bug Party,8,65536,0,140,653,0,False,False,False,0,0.9142857143,0,226,28,12,346,41,530
1141,1141,565,Lunch,8,65536,0,1126,1938,0,False,False,False,0,0.32,0,1370,12,0,461,95,0
1142,1142,566,Soccer,8,65536,0,812,1512,0,False,False,False,0,0.32,0,981,11,0,328,187,100
1143,1143,567,Best Pizza,8,65536,0,757,1873,0,False,False,False,0,0.32,0,1005,42,3,743,79,320
1144,1144,568,Pasta,8,65536,0,464,1200,0,False,False,False,0,0.32,0,634,53,1,453,58,310
1145,1145,569,Illumination,8,65536,0,288,586,0,False,False,False,0,0.4444444444,0,372,7,5,163,38,110
1146,1146,570,Zig-Zag Numbers,8,262144,0,130,466,0,False,False,False,0,0.9846153846,0,194,20,59,164,29,310
1147,1147,2758,Sendame,2,262144,0,23,125,0,False,False,False,0,5.5652173913,0,51,0,0,66,8,4
1148,1148,2344,Multi Ending Story,5,65536,0,58,293,0,False,False,False,0,2.2068965517,0,94,4,13,125,57,10
1149,1149,2348,Testing Circuits,5,65536,0,52,431,0,False,False,False,0,2.4615384615,0,98,25,39,105,164,3
1150,1150,2350,A-B Problem,1,65536,0,106,158,0,False,False,False,0,1.2075471698,0,116,0,0,35,7,200
1151,1151,571,JJOOII,8,65536,0,426,1833,0,False,False,False,0,0.32,0,582,183,11,909,148,450
1152,1152,572,Card Game is Fun,8,65536,0,308,812,0,False,False,False,0,0.4155844156,0,416,28,70,255,43,0
1153,1153,573,Night Market,8,65536,0,252,1056,0,False,False,False,0,0.5079365079,0,360,40,110,471,75,310
1154,1154,574,Nails,8,524288,0,196,983,0,False,False,False,0,0.6530612245,0,283,73,295,227,105,12
1155,1155,575,Festivals in JOI Kingdom,8,65536,0,99,401,0,False,False,False,0,1.2929292929,0,155,59,30,131,26,400
1156,1156,2353,Four Arithmetic Operations,1,65536,0,50,373,0,False,False,False,0,2.56,0,73,54,2,210,34,9
1157,1157,2359,Range Minimum Query,1,65536,0,10,75,0,False,False,False,0,12.8,0,17,5,0,44,9,-1
1158,1158,2346,Runaway Domino,3,65536,0,30,220,0,False,False,False,0,4.2666666667,0,45,4,0,165,6,-1
1159,1159,2345,Network Reliability,3,65536,0,70,216,0,False,False,False,0,1.8285714286,0,108,25,32,47,4,13
1160,1160,2347,Sunny Graph,3,65536,0,22,80,0,False,False,False,0,5.8181818182,0,35,0,1,42,2,10
1161,1161,2342,Light Road,2,65536,0,93,578,0,False,False,False,0,1.376344086,0,126,19,20,398,15,400
1162,1162,2343,Matrix Operation,2,65536,0,35,160,0,False,False,False,0,3.6571428571,0,52,1,0,106,1,-1
1163,1163,2341,Kth Sentence,3,65536,0,28,126,0,False,False,False,0,4.5714285714,0,38,25,1,55,6,-1
1164,1164,2340,Carpenters' Language,1,65536,0,223,729,0,False,False,False,0,0.5739910314,0,374,20,21,244,70,8
1165,1165,2349,World Trip,5,262144,0,9,103,0,False,False,False,0,12.8,0,12,27,4,45,15,-1
1166,1166,2368,Satan Attacks,8,65536,0,10,54,0,False,False,False,0,12.8,0,33,2,0,18,1,6
1167,1167,2351,Closest Segment Pair,1,65536,0,33,221,0,False,False,False,0,3.8787878788,0,42,72,4,99,4,-1
1168,1168,2352,Divisor,1,65536,0,34,104,0,False,False,False,0,3.7647058824,0,37,8,1,57,1,-1
1169,1169,2354,Fractional Knapsack,1,65536,0,48,163,0,False,False,False,0,2.6666666667,0,59,0,0,99,5,-1
1170,1170,2355,Game,1,65536,0,9,78,0,False,False,False,0,12.8,0,11,25,1,34,7,-1
1171,1171,2356,Palindromic Anagram,1,65536,0,136,299,0,False,False,False,0,0.9411764706,0,153,9,0,122,15,9
1172,1172,2357,Permutation,1,65536,0,8,17,0,False,False,False,0,12.8,0,9,2,1,5,0,-1
1173,1173,2358,Plane Division,1,65536,0,8,20,0,False,False,False,0,12.8,0,11,0,0,9,0,6
1174,1174,2360,Sharp 2SAT,1,65536,0,15,57,0,False,False,False,0,8.5333333333,0,16,1,2,33,5,-1
1175,1175,2361,Sort,2,65536,0,80,222,0,False,False,False,0,1.6,0,90,33,36,33,30,400
1176,1176,2369,CatChecker,8,65536,0,312,707,0,False,False,False,0,0.4102564103,0,387,101,7,172,40,310
1177,1177,2365,Memory Leak,8,65536,0,37,171,0,False,False,False,0,3.4594594595,0,61,1,11,71,25,3
1178,1178,2366,Elevator,8,65536,0,36,150,0,False,False,False,0,3.5555555556,0,63,1,0,78,5,-1
1179,1179,2362,Chicken or the Egg,8,65536,0,129,326,0,False,False,False,0,0.992248062,0,183,0,1,110,31,5
1180,1180,2367,Icy Composer,8,65536,0,11,78,0,False,False,False,0,11.6363636364,0,35,2,14,16,10,-1
1181,1181,1085,Spellcasters,3,65536,0,259,813,0,False,False,False,0,0.4942084942,0,367,82,16,309,39,110
1182,1182,1088,School Excursion,8,65536,0,44,181,0,False,False,False,0,2.9090909091,0,76,13,15,54,23,10
1183,1183,1086,Live Schedule,3,65536,0,81,292,0,False,False,False,0,1.5802469136,0,117,17,0,144,14,310
1184,1184,1087,Dimensional Analysis,8,65536,0,47,135,0,False,False,False,0,2.7234042553,0,65,2,0,49,19,3
1185,1185,1090,Sports Days,8,65536,0,10,64,0,False,False,False,0,12.8,0,14,1,0,46,3,10
1186,1186,1084,K Cards,3,65536,0,169,476,0,False,False,False,0,0.7573964497,0,214,17,0,233,12,200
1187,1187,2363,Unequal Dice,8,65536,0,123,329,0,False,False,False,0,1.0406504065,0,206,0,0,111,2,13
1188,1188,2364,Lucky Dip,8,65536,0,129,796,0,False,False,False,0,0.992248062,0,201,62,21,332,179,520
1189,1189,1089,Strawberry Cake,3,65536,0,40,233,0,False,False,False,0,3.2,0,63,12,0,146,12,6
1190,1190,2370,RabbitWalking,8,65536,0,78,372,0,False,False,False,0,1.641025641,0,99,33,12,206,22,10
1191,1191,2371,TransferTrain,8,65536,0,58,223,0,False,False,False,0,2.2068965517,0,77,13,6,85,42,400
1192,1192,2372,IkaNumber,8,65536,0,53,157,0,False,False,False,0,2.4150943396,0,77,5,1,70,4,9
1193,1193,2373,HullMarathon,8,65536,0,41,232,0,False,False,False,0,3.1219512195,0,81,9,0,138,4,7
1194,1194,2374,RabbitLunch,8,65536,0,35,124,0,False,False,False,0,3.6571428571,0,45,15,18,37,9,-1
1195,1195,2375,CarrotBreeding,8,65536,0,14,51,0,False,False,False,0,9.1428571429,0,16,0,1,33,0,-1
1196,1196,2376,DisconnectedGame,8,65536,0,76,295,0,False,False,False,0,1.6842105263,0,100,9,14,162,10,5
1197,1197,2377,ThreeRooks,8,65536,0,12,38,0,False,False,False,0,10.6666666667,0,16,0,5,14,3,-1
1198,1198,2378,SolveMe,8,65536,0,24,106,0,False,False,False,0,5.3333333333,0,36,4,1,63,2,12
1199,1199,2379,Bicube,8,65536,0,14,40,0,False,False,False,0,9.1428571429,0,17,2,0,20,1,-1
1200,1200,2380,Bubble Puzzle,8,65536,0,57,167,0,False,False,False,0,2.2456140351,0,86,5,18,54,4,4
1201,1201,2381,Fair Game,8,65536,0,0,2,0,False,False,False,0,0,0,0,0,0,0,0,-1
1202,1202,2382,King Slime,8,65536,0,115,295,0,False,False,False,0,1.1130434783,0,151,1,0,131,12,400
1203,1203,2383,Rabbit Game Playing,8,65536,0,157,269,0,False,False,False,0,0.8152866242,0,199,7,0,41,22,12
1204,1204,2384,Rabbit Jumping,8,65536,0,10,75,0,False,False,False,0,12.8,0,12,2,11,45,5,-1
1205,1205,2385,Shelter,8,65536,0,22,44,0,False,False,False,0,5.8181818182,0,30,0,0,14,0,-1
1206,1206,2386,Sightseeing Tour,8,65536,0,210,447,0,False,False,False,0,0.6095238095,0,253,7,1,182,4,10
1207,1207,2387,Tampopo Machine,8,65536,0,6,44,0,False,False,False,0,12.8,0,14,7,3,15,5,-1
1208,1208,2388,Top of the Hill,8,65536,0,1,2,0,False,False,False,0,12.8,0,1,0,0,1,0,-1
1209,1209,2392,Digit,2,65536,0,12,77,0,False,False,False,0,10.6666666667,0,15,20,2,29,11,-1
1210,1210,2390,AYBABTU,10,262144,0,47,364,0,False,False,False,0,2.7234042553,0,82,20,3,221,38,10
1211,1211,2397,Three-way Branch,7,65536,0,111,709,0,False,False,False,0,1.1531531532,0,203,144,2,241,119,430
1212,1212,2389,Asynchronous Exceptions,5,65536,0,0,4,0,False,False,False,0,0,0,2,1,0,1,0,-1
1213,1213,2398,Tree Allocation,10,65536,0,13,51,0,False,False,False,0,9.8461538462,0,18,1,0,23,9,-1
1214,1214,2394,Longest Lane,1,65536,0,17,179,0,False,False,False,0,7.5294117647,0,50,20,0,104,5,6
1215,1215,2395,Play in Basic,5,65536,0,0,15,0,False,False,False,0,0,0,4,3,0,5,3,-1
1216,1216,2393,Dungeon Creation,3,65536,0,19,82,0,False,False,False,0,6.7368421053,0,22,24,21,8,7,-1
1217,1217,2396,Skyland,5,65536,0,12,200,0,False,False,False,0,10.6666666667,0,28,31,4,121,16,-1
1218,1218,2391,Billiards Sorting,7,65536,0,18,340,0,False,False,False,0,7.1111111111,0,33,58,170,70,6,-1
1219,1219,2399,Save Your Privacy!,8,65536,0,657,1117,0,False,False,False,0,0.32,0,781,23,2,279,32,0
1220,1220,2400,You Are the Judge,8,65536,0,619,1153,0,False,False,False,0,0.32,0,730,14,3,312,94,4
1221,1221,2401,Equation,8,65536,0,316,944,0,False,False,False,0,0.4050632911,0,441,36,11,328,127,3
1222,1222,2402,Milky Way,8,65536,0,211,694,0,False,False,False,0,0.6066350711,0,339,21,2,322,9,6
1223,1223,2403,The Enemy of My Enemy is My Friend,8,65536,0,134,774,0,False,False,False,0,0.9552238806,0,217,299,76,140,42,5
1224,1224,2404,Dog Food,8,65536,0,31,86,0,False,False,False,0,4.1290322581,0,40,8,0,32,6,6
1225,1225,2405,Sister Ports,8,65536,0,37,202,0,False,False,False,0,3.4594594595,0,62,36,24,63,17,10
1226,1226,238,Time to Study,1,65536,0,671,1144,0,False,False,False,0,0.32,0,773,44,0,273,54,0
1227,1227,239,Calorie Counting,1,65536,0,445,1124,0,False,False,False,0,0.32,0,521,12,0,550,41,0
1228,1228,240,Interest Rates,1,65536,0,465,931,0,False,False,False,0,0.32,0,518,17,0,373,23,0
1229,1229,241,Quaternion Multiplication,1,65536,0,352,591,0,False,False,False,0,0.3636363636,0,382,11,0,181,17,0
1230,1230,242,Input Candidates,1,65536,0,280,745,0,False,False,False,0,0.4571428571,0,327,15,0,353,50,100
1231,1231,243,Filling Game,3,65536,0,131,654,0,False,False,False,0,0.9770992366,0,183,135,94,193,49,5
1232,1232,244,Hot Spring Trip,1,65536,0,196,550,0,False,False,False,0,0.6530612245,0,237,25,3,236,49,400
1233,1233,245,Time Sale,5,65536,0,84,365,0,False,False,False,0,1.5238095238,0,114,21,44,167,19,310
1234,1234,246,Bara-Bara Manju,8,65536,0,61,643,0,False,False,False,0,2.0983606557,0,118,164,64,265,32,510
1235,1235,247,Ice Maze,1,65536,0,73,576,0,False,False,False,0,1.7534246575,0,101,218,122,101,34,5
1236,1236,1179,Millennium,8,65536,0,1078,1845,0,False,False,False,0,0.32,0,1442,26,0,276,100,0
1237,1237,1180,Recurring Decimals,8,65536,0,823,1676,0,False,False,False,0,0.32,0,1077,16,2,492,89,4
1238,1238,1181,Biased Dice,8,65536,0,350,800,0,False,False,False,0,0.3657142857,0,475,8,13,244,44,4
1239,1239,1182,Railway Connection,8,65536,0,263,807,0,False,False,False,0,0.4866920152,0,342,37,81,246,100,400
1240,1240,1183,Chain-Confined Path,8,65536,0,199,376,0,False,False,False,0,0.6432160804,0,284,13,0,61,17,6
1241,1241,1184,Generic Poker,8,65536,0,33,67,0,False,False,False,0,3.8787878788,0,39,17,3,8,0,-1
1242,1242,1185,Patisserie ACM,8,65536,0,49,127,0,False,False,False,0,2.612244898,0,69,22,4,25,7,10
1243,1243,2406,Al dente,2,65536,0,256,492,0,False,False,False,0,0.5,0,296,5,0,169,22,0
1244,1244,2407,Simple Othello,2,65536,0,213,339,0,False,False,False,0,0.6009389671,0,253,10,2,65,9,0
1245,1245,2408,Social,2,65536,0,205,317,0,False,False,False,0,0.6243902439,0,233,3,0,68,13,0
1246,1246,2409,Power,2,65536,0,176,478,0,False,False,False,0,0.7272727273,0,194,27,0,245,12,320
1247,1247,2410,Janken,2,65536,0,81,472,0,False,False,False,0,1.5802469136,0,98,11,0,349,7,-1
1248,1248,2411,Acceleration of Network,5,262144,0,27,85,0,False,False,False,0,4.7407407407,0,31,13,0,33,8,8
1249,1249,2412,Village,4,131072,0,63,204,0,False,False,False,0,2.0317460318,0,75,38,8,72,11,6
1250,1250,2413,Tree Planting,3,131072,0,36,60,0,False,False,False,0,3.5555555556,0,43,3,0,13,1,-1
1251,1251,2414,Treasure Hunt,2,65536,0,6,25,0,False,False,False,0,12.8,0,8,3,0,13,1,-1
1252,1252,2415,Sashimi,3,262144,0,55,181,0,False,False,False,0,2.3272727273,0,81,18,18,45,19,-1
1253,1253,2416,XOR Cloister,5,131072,0,13,23,0,False,False,False,0,9.8461538462,0,15,0,0,2,6,-1
1254,1254,2417,Flick Input,1,65536,0,231,373,0,False,False,False,0,0.5541125541,0,253,3,0,95,22,2
1255,1255,2418,Problem B War II,1,65536,0,128,374,0,False,False,False,0,1,0,147,15,0,209,3,4
1256,1256,2419,Acrophobia,1,65536,0,96,173,0,False,False,False,0,1.3333333333,0,110,9,9,31,13,400
1257,1257,2420,Anipero 2012,1,65536,0,56,144,0,False,False,False,0,2.2857142857,0,63,2,0,66,13,310
1258,1258,2421,Markup language has Declined,1,65536,0,8,38,0,False,False,False,0,12.8,0,11,2,0,20,5,-1
1259,1259,2422,Transparent Mahjong,3,65536,0,12,44,0,False,False,False,0,10.6666666667,0,15,4,2,23,0,-1
1260,1260,2423,Code Art Online,2,65536,0,28,187,0,False,False,False,0,4.5714285714,0,50,6,0,128,3,6
1261,1261,2427,hosonagaitokoro,3,65536,0,25,193,0,False,False,False,0,5.12,0,35,7,2,144,5,4
1262,1262,2433,Final Defense Line,3,65536,0,16,214,0,False,False,False,0,8,0,38,5,0,119,20,6
1263,1263,2431,House Moving,3,65536,0,182,575,0,False,False,False,0,0.7032967033,0,254,42,0,219,60,530
1264,1264,2429,marukaite,8,65536,0,100,253,0,False,False,False,0,1.28,0,150,4,2,87,10,410
1265,1265,2424,Kakezan,3,65536,0,580,793,0,False,False,False,0,0.32,0,645,14,2,111,21,0
1266,1266,2425,A Holiday of Miss Brute Force,3,65536,0,158,579,0,False,False,False,0,0.8101265823,0,192,21,19,315,32,400
1267,1267,2428,Lost Number,3,65536,0,112,568,0,False,False,False,0,1.1428571429,0,138,3,0,412,14,3
